Member_number,Date,itemDescription
1038,23-04-2015,
4780,19-09-2015,
1251,26-11-2015,
4293,30-09-2015,
3676,24-10-2015,
2992,9/11/2015,
4124,22-05-2015,
4756,18-09-2015,
1422,4/10/2015,
1229,20-03-2015,
4733,19-01-2015,
2053,17-09-2015,
4230,15-03-2015,
3968,12/11/2015,
4935,2/4/2015,
2290,12/1/2015,
2143,25-07-2015,
3657,22-01-2015,
4369,25-08-2015,
2639,12/11/2015,
2706,14-08-2015,
2133,5/8/2015,
3635,23-07-2015,
2734,30-03-2015,
1080,14-05-2015,
4413,11/10/2015,
1729,28-08-2015,
2167,18-10-2015,
1391,19-03-2015,
3347,5/6/2015,
4091,28-12-2015,
4589,10/7/2015,
3590,27-02-2015,
4147,2/1/2015,
4187,14-09-2015,
2613,11/4/2015,
4197,3/11/2015,
4553,13-06-2015,
3045,26-03-2015,
2079,19-07-2015,
1108,30-07-2015,
4306,26-04-2015,
2761,2/3/2015,
3931,8/3/2015,
4351,8/5/2015,
2788,3/9/2015,
3962,28-05-2015,
3690,21-05-2015,
4937,28-06-2015,
2544,20-01-2015,
2439,31-10-2015,
2952,11/8/2015,
1472,19-09-2015,
3781,21-04-2015,
1079,9/9/2015,
4636,5/1/2015,
4644,25-08-2015,
2226,17-02-2015,
4477,15-02-2015,
3132,29-08-2015,
4295,24-03-2015,
2918,11/12/2015,
3167,3/2/2015,
1993,22-05-2015,
4643,8/8/2015,
3999,6/2/2015,
2625,22-03-2015,
2398,8/1/2015,
2945,19-07-2015,
3523,26-04-2015,
1726,26-12-2015,
4540,24-02-2015,
4479,10/2/2015,
1472,11/2/2015,
1149,12/12/2015,
2504,2/8/2015,
4835,9/12/2015,
1832,17-11-2015,
1403,25-03-2015,
4856,18-01-2015,
3369,22-02-2015,
4364,24-12-2015,
4686,12/11/2015,
2876,22-03-2015,
1449,26-01-2015,
3499,4/5/2015,
3462,16-05-2015,
1512,23-02-2015,
1551,14-01-2015,
3993,18-02-2015,
3494,25-03-2015,
1819,25-06-2015,
3581,6/9/2015,
3763,29-04-2015,
2807,3/7/2015,
1133,26-03-2015,
4923,19-04-2015,
3912,6/1/2015,
4312,19-10-2015,
3141,13-08-2015,
5000,10/2/2015,
3954,21-01-2015,
3928,18-07-2015,
3827,30-09-2015,
4699,8/2/2015,
4747,8/6/2015,
3028,9/6/2015,
2851,16-03-2015,
4417,25-02-2015,
3822,7/3/2015,
2288,31-05-2015,
2184,30-06-2015,
1345,21-07-2015,
4441,9/11/2015,
2540,16-02-2015,
1997,6/6/2015,
2294,26-07-2015,
1523,28-03-2015,
3165,18-08-2015,
4831,12/4/2015,
4073,2/11/2015,
3661,25-07-2015,
2019,9/10/2015,
1092,16-05-2015,
4078,14-11-2015,
4753,21-06-2015,
1279,10/9/2015,
1012,19-11-2015,
2362,23-11-2015,
2789,6/2/2015,
3229,7/8/2015,
1715,3/5/2015,
4351,16-01-2015,
4397,27-06-2015,
3653,21-10-2015,
2730,10/11/2015,
4321,27-10-2015,
1086,17-11-2015,
1708,28-12-2015,
4293,24-08-2015,
4524,22-04-2015,
3783,8/3/2015,
1460,24-06-2015,
2960,19-12-2015,
3442,12/10/2015,
4059,7/5/2015,
1822,3/3/2015,
1584,10/7/2015,
1624,4/2/2015,
4877,6/11/2015,
1567,11/4/2015,
2018,4/1/2015,
1182,1/9/2015,
3401,2/8/2015,
4547,18-01-2015,
3547,21-10-2015,
4831,6/4/2015,
2851,1/1/2015,
3072,28-02-2015,
1398,15-04-2015,
1779,28-10-2015,
1823,27-11-2015,
3360,14-11-2015,
1565,15-10-2015,
4321,8/5/2015,
1293,5/3/2015,
3331,25-07-2015,
2408,19-05-2015,
2742,10/10/2015,
3934,1/5/2015,
4742,22-06-2015,
4405,22-07-2015,
3229,25-03-2015,
2817,22-12-2015,
2741,17-02-2015,
3562,30-12-2015,
4442,10/6/2015,
2022,5/2/2015,
4380,3/11/2015,
3687,22-12-2015,
2077,7/5/2015,
3273,15-03-2015,
3736,27-11-2015,
3190,28-03-2015,
3295,28-07-2015,
3276,30-06-2015,
4405,6/1/2015,
4266,31-07-2015,
1372,25-06-2015,
1242,13-12-2015,
4820,1/5/2015,
4702,8/11/2015,
3687,16-07-2015,
4115,20-03-2015,
2236,3/2/2015,
1026,15-03-2015,
2678,20-03-2015,
1934,4/8/2015,
3525,14-02-2015,
1354,29-11-2015,
2782,9/4/2015,
4456,16-05-2015,
4869,3/4/2015,
2454,26-08-2015,
4222,20-08-2015,
1358,11/9/2015,
3393,15-02-2015,
1615,3/12/2015,
4734,12/7/2015,
4946,4/11/2015,
2419,22-08-2015,
4989,3/6/2015,
2961,27-05-2015,
2707,7/3/2015,
2010,6/11/2015,
1502,16-04-2015,
2600,29-04-2015,
3603,30-01-2015,
4352,14-04-2015,
1477,16-05-2015,
4938,24-11-2015,
2745,27-01-2015,
2738,9/11/2015,
4170,19-01-2015,
3776,17-05-2015,
1062,18-09-2015,
1546,3/1/2015,
2020,19-11-2015,
2366,18-01-2015,
1107,3/1/2015,
1407,29-07-2015,
3718,26-02-2015,
4808,26-07-2015,
2940,21-05-2015,
3048,10/12/2015,
3165,15-06-2015,
4306,28-12-2015,
4302,5/11/2015,
4516,29-03-2015,
3582,31-03-2015,
1534,10/7/2015,
1844,24-07-2015,
1218,5/7/2015,
4482,30-11-2015,
2574,11/12/2015,
2767,27-01-2015,
2794,29-09-2015,
4228,26-03-2015,
3062,8/6/2015,
2365,21-06-2015,
3775,7/7/2015,
2232,6/5/2015,
4156,3/8/2015,
3643,20-09-2015,
3470,4/10/2015,
2602,11/12/2015,
4796,10/6/2015,
3289,9/8/2015,
4470,31-03-2015,
2502,7/2/2015,
2205,7/3/2015,
3201,21-01-2015,
2882,25-06-2015,
2757,16-12-2015,
3679,30-08-2015,
2380,12/2/2015,
1825,6/10/2015,
2868,18-07-2015,
2709,20-08-2015,
4585,16-07-2015,
2634,22-04-2015,
4832,3/12/2015,
2032,28-07-2015,
2061,27-12-2015,
2210,13-01-2015,
2346,5/8/2015,
4315,26-04-2015,
4166,26-07-2015,
3907,25-10-2015,
2706,22-03-2015,
2855,5/8/2015,
2074,10/4/2015,
2840,27-05-2015,
2247,31-05-2015,
4063,14-07-2015,
4780,3/7/2015,
1081,6/3/2015,
4843,2/3/2015,
3246,27-08-2015,
4009,14-07-2015,
3697,3/10/2015,
4579,29-10-2015,
3803,6/10/2015,
4108,21-07-2015,
1664,1/4/2015,
4179,6/3/2015,
4172,18-02-2015,
2851,17-02-2015,
3385,22-06-2015,
1303,8/9/2015,
4487,22-01-2015,
2392,23-03-2015,
4218,3/10/2015,
2891,2/7/2015,
4474,10/12/2015,
4437,28-07-2015,
2648,8/11/2015,
1081,3/5/2015,
3071,21-01-2015,
3409,20-05-2015,
2768,1/1/2015,
3424,16-08-2015,
4610,19-04-2015,
3090,4/11/2015,
4585,1/5/2015,
4388,20-03-2015,
3751,1/1/2015,
2650,11/5/2015,
2448,8/6/2015,
2652,26-12-2015,
1385,19-11-2015,
2960,31-08-2015,
2736,2/3/2015,
1768,21-04-2015,
2002,20-10-2015,
3046,18-11-2015,
2284,18-03-2015,
1708,18-09-2015,
1952,23-11-2015,
3497,8/9/2015,
1479,14-05-2015,
1237,9/4/2015,
4353,24-08-2015,
3528,18-08-2015,
2092,4/9/2015,
2514,2/11/2015,
4790,16-05-2015,
1948,25-08-2015,
3581,16-01-2015,
4778,26-03-2015,
2601,26-03-2015,
4678,31-03-2015,
3642,24-02-2015,
2957,19-09-2015,
4585,28-09-2015,
3637,10/7/2015,
1353,9/2/2015,
3257,13-02-2015,
2524,10/9/2015,
2035,23-12-2015,
3658,26-09-2015,
1901,29-11-2015,
3247,13-01-2015,
4308,24-01-2015,
1305,24-05-2015,
1011,9/12/2015,
2234,29-07-2015,
3744,8/12/2015,
2903,8/8/2015,
3036,12/7/2015,
2465,27-12-2015,
1233,20-03-2015,
1366,29-05-2015,
3741,6/8/2015,
2230,28-05-2015,
1206,15-05-2015,
3690,24-04-2015,
3620,18-06-2015,
4759,20-02-2015,
3543,11/10/2015,
2792,29-07-2015,
1929,10/7/2015,
2433,23-08-2015,
4941,15-01-2015,
3547,7/10/2015,
1290,24-04-2015,
4207,28-08-2015,
2107,1/3/2015,
3050,11/3/2015,
3814,21-07-2015,
4875,13-09-2015,
3691,8/8/2015,
2433,14-03-2015,
4757,9/1/2015,
1407,29-04-2015,
4718,12/6/2015,
1240,14-04-2015,
1792,15-08-2015,
4486,9/11/2015,
1757,15-06-2015,
2186,1/7/2015,
3752,15-04-2015,
3051,29-11-2015,
3688,23-10-2015,
4676,15-01-2015,
2142,25-06-2015,
4939,29-06-2015,
1806,6/7/2015,
1595,5/10/2015,
2086,9/3/2015,
4251,3/10/2015,
2689,30-04-2015,
2560,26-11-2015,
2393,17-04-2015,
1669,19-08-2015,
3500,21-04-2015,
1213,3/3/2015,
4598,18-11-2015,
1404,3/5/2015,
1693,9/2/2014,
4275,30-10-2014,
1969,5/1/2014,
3185,12/6/2014,
3474,29-10-2014,
4828,28-10-2014,
1157,4/10/2014,
2692,23-06-2014,
3399,25-05-2014,
3792,30-07-2014,
1077,30-08-2014,
2711,23-10-2014,
2298,2/10/2014,
1991,25-12-2014,
3821,8/3/2014,
1591,29-12-2014,
2966,8/10/2014,
3795,4/2/2014,
2970,11/11/2014,
4468,2/5/2014,
1244,25-11-2014,
4121,25-07-2014,
3424,8/5/2014,
1341,21-04-2014,
3801,25-08-2014,
2230,24-07-2014,
2323,27-12-2014,
2907,2/11/2014,
2447,26-07-2014,
4272,15-05-2014,
1433,22-09-2014,
3846,4/8/2014,
4694,5/12/2014,
1748,27-07-2014,
4410,24-11-2014,
4636,26-03-2014,
1867,19-11-2014,
4334,16-03-2014,
1034,24-02-2014,
3461,19-05-2014,
2488,26-08-2014,
4150,24-03-2014,
2412,12/12/2014,
3505,31-07-2014,
2718,11/8/2014,
2564,14-01-2014,
2005,18-10-2014,
3835,3/2/2014,
2402,29-09-2014,
4343,26-04-2014,
2562,30-04-2014,
2753,23-02-2014,
4553,4/11/2014,
3760,7/3/2014,
3729,24-12-2014,
1674,7/6/2014,
3817,29-12-2014,
4933,2/7/2014,
3836,14-06-2014,
4925,26-09-2014,
4886,4/7/2014,
4504,21-01-2014,
3830,28-01-2014,
4234,22-01-2014,
1727,11/8/2014,
2511,10/11/2014,
4232,7/7/2014,
3081,18-07-2014,
4906,17-07-2014,
4018,28-02-2014,
2890,13-02-2014,
1822,5/6/2014,
3849,18-02-2014,
3238,3/7/2014,
4458,21-03-2014,
1522,24-12-2014,
1419,8/12/2014,
4652,26-08-2014,
3896,6/4/2014,
2754,4/6/2014,
2068,21-07-2014,
2522,17-07-2014,
4434,28-01-2014,
4896,5/3/2014,
3462,21-09-2014,
1341,8/11/2014,
4036,14-06-2014,
1811,13-11-2014,
2247,11/8/2014,
3727,13-07-2014,
2626,9/8/2014,
3225,19-09-2014,
1483,25-01-2014,
2062,22-08-2014,
3310,9/9/2014,
4500,25-10-2014,
3643,6/3/2014,
1887,5/4/2014,
2196,12/2/2014,
1791,2/2/2014,
1402,14-10-2014,
2279,3/1/2014,
1650,20-01-2014,
3776,2/7/2014,
3753,28-12-2014,
4868,24-12-2014,
3682,24-12-2014,
2344,20-11-2014,
2585,17-05-2014,
3839,21-06-2014,
4747,11/5/2014,
3900,12/6/2014,
1146,21-02-2014,
4683,9/7/2014,
3775,6/3/2014,
1816,20-06-2014,
4624,12/6/2014,
1108,22-05-2014,
3942,5/11/2014,
3257,2/9/2014,
3329,9/11/2014,
4272,14-08-2014,
4292,16-05-2014,
1694,1/10/2014,
2431,17-01-2014,
1026,8/3/2014,
3137,27-02-2014,
4153,28-09-2014,
3026,30-03-2014,
3106,20-04-2014,
1419,12/3/2014,
4656,2/3/2014,
3119,1/10/2014,
3628,1/8/2014,
2236,27-11-2014,
1472,15-02-2014,
4652,11/9/2014,
3044,17-09-2014,
4570,4/4/2014,
2855,13-06-2014,
1344,28-01-2014,
1586,11/3/2014,
2390,22-10-2014,
1425,24-06-2014,
2736,13-05-2014,
1621,13-02-2014,
2904,28-09-2014,
1285,21-06-2014,
4251,14-11-2014,
4314,15-06-2014,
1037,6/6/2014,
3115,29-10-2014,
3550,17-04-2014,
1285,29-05-2014,
2806,13-03-2014,
2751,8/2/2014,
2001,5/2/2014,
3895,17-02-2014,
3527,3/11/2014,
3033,28-02-2014,
2761,31-01-2014,
1011,15-02-2014,
3703,30-04-2014,
3595,6/1/2014,
4169,9/8/2014,
2025,31-05-2014,
1430,12/1/2014,
1410,25-12-2014,
4588,2/9/2014,
4291,7/8/2014,
3444,8/4/2014,
4134,26-12-2014,
2365,14-08-2014,
2816,18-01-2014,
1146,28-03-2014,
2071,24-03-2014,
1291,1/8/2014,
4490,21-01-2014,
4280,26-06-2014,
2056,19-12-2014,
4112,8/9/2014,
2416,16-02-2014,
2955,7/6/2014,
4403,11/1/2014,
3164,24-09-2014,
3038,13-04-2014,
2231,22-06-2014,
2079,25-02-2014,
4152,7/12/2014,
1891,5/7/2014,
3811,21-07-2014,
4129,10/11/2014,
4016,23-07-2014,
2556,2/9/2014,
1369,8/2/2014,
4799,8/8/2014,
3081,26-05-2014,
4007,5/10/2014,
2407,17-03-2014,
1265,5/12/2014,
4422,24-03-2014,
3768,7/4/2014,
4050,7/3/2014,
4312,19-07-2014,
2839,6/7/2014,
1553,7/4/2014,
1853,7/6/2014,
3529,2/9/2014,
2259,25-01-2014,
4045,2/3/2014,
2359,26-09-2014,
3523,5/4/2014,
3681,1/1/2014,
1361,13-12-2014,
4851,7/8/2014,
4098,16-02-2014,
3508,30-06-2014,
2288,25-11-2014,
4717,23-06-2014,
1387,31-03-2014,
1687,24-06-2014,
4797,30-11-2014,
1810,13-10-2014,
3923,28-06-2014,
2595,6/1/2014,
3535,8/4/2014,
3427,16-10-2014,
4426,5/1/2014,
1101,28-12-2014,
1712,30-08-2014,
2975,25-10-2014,
2973,31-07-2014,
1157,21-03-2014,
1330,11/2/2014,
4654,14-09-2014,
1141,2/12/2014,
4162,16-08-2014,
4855,9/4/2014,
4217,3/6/2014,
1750,9/6/2014,
4578,8/9/2014,
3299,15-12-2014,
3231,22-03-2014,
4086,30-08-2014,
4651,10/1/2014,
1877,13-08-2014,
1849,30-03-2014,
2502,18-06-2014,
4988,19-04-2014,
4430,17-02-2014,
4255,3/11/2014,
3348,18-01-2014,
1522,16-06-2014,
1052,24-03-2014,
3579,6/10/2014,
1208,25-10-2014,
2835,18-07-2014,
1265,1/2/2014,
2389,9/11/2014,
4387,14-02-2014,
1148,31-01-2014,
4508,14-06-2014,
1958,16-06-2014,
4359,3/7/2014,
1847,13-05-2014,
2584,30-11-2014,
3457,9/11/2014,
1796,18-09-2014,
3973,3/2/2014,
4163,6/6/2014,
1979,7/8/2014,
4283,11/6/2014,
3227,24-12-2014,
2152,23-11-2014,
4869,21-09-2014,
4076,2/8/2014,
2912,20-09-2014,
2701,12/3/2014,
3393,25-06-2014,
3144,5/6/2014,
1618,8/4/2014,
1129,10/9/2014,
2786,21-02-2014,
3889,22-11-2014,
3759,21-07-2014,
2349,11/8/2014,
3086,11/7/2014,
2337,4/3/2014,
3193,25-10-2014,
2834,7/2/2014,
1040,3/9/2014,
1658,26-06-2014,
2528,1/9/2014,
2976,20-09-2014,
4125,20-03-2014,
1817,28-01-2014,
2623,13-05-2014,
4715,24-11-2014,
4680,6/4/2014,
2619,5/9/2014,
4779,24-02-2014,
2765,1/9/2014,
2653,6/6/2014,
2994,30-04-2014,
2056,21-05-2014,
2769,24-08-2014,
2858,24-08-2014,
4096,13-06-2014,
2961,13-12-2014,
4923,13-08-2014,
1966,15-02-2014,
4756,10/12/2014,
4485,13-11-2014,
2885,25-07-2014,
4932,29-03-2014,
4137,17-08-2014,
4367,7/1/2014,
2055,31-05-2014,
3881,20-04-2014,
1645,5/10/2014,
4699,16-03-2014,
2973,13-12-2014,
4299,19-01-2014,
1322,11/12/2014,
3380,23-02-2014,
3375,19-10-2014,
3011,2/4/2014,
4867,5/5/2014,
3549,24-03-2014,
2395,17-11-2014,
2789,6/6/2014,
4773,12/8/2014,
4356,9/1/2014,
1703,2/8/2014,
2362,17-08-2014,
2072,29-07-2014,
4695,26-09-2014,
1787,6/7/2014,
1938,13-03-2014,
1296,24-02-2014,
1796,22-03-2014,
2925,19-07-2014,
3376,7/1/2014,
1297,13-12-2014,
1050,12/10/2014,
2854,13-02-2014,
1563,11/3/2014,
4775,29-03-2014,
1390,31-07-2014,
3116,27-05-2014,
1619,21-09-2014,
2645,23-12-2014,
3600,3/6/2014,
4835,28-03-2014,
1107,15-05-2014,
3527,4/9/2014,
4475,19-07-2014,
3816,28-03-2014,
4865,17-11-2014,
2873,23-10-2014,
2237,16-01-2014,
4970,22-08-2014,
2122,5/7/2014,
1647,22-02-2014,
2393,26-09-2014,
1831,29-07-2014,
4837,4/12/2014,
1840,28-12-2014,
2343,2/11/2014,
2381,29-12-2014,
1574,25-04-2014,
1339,25-05-2014,
3902,27-10-2014,
2650,9/8/2014,
2659,28-07-2014,
3081,26-02-2014,
4717,3/3/2014,
4524,17-04-2014,
2600,28-09-2014,
1948,31-05-2014,
2238,5/1/2014,
4271,19-12-2014,
2715,11/10/2014,
4146,15-04-2014,
3447,28-01-2014,
4799,30-04-2014,
4753,31-08-2014,
4199,24-08-2014,
1566,3/6/2014,
1782,30-08-2014,
3312,27-05-2014,
3839,13-08-2014,
1596,27-07-2014,
1693,30-05-2014,
4773,15-10-2014,
1302,2/12/2014,
1621,21-06-2014,
2864,12/1/2014,
4880,16-03-2014,
1237,22-06-2014,
4218,15-09-2014,
2017,23-12-2014,
2687,9/8/2014,
3549,9/11/2014,
3684,5/1/2014,
4615,30-03-2014,
3122,9/1/2014,
3116,12/6/2014,
2235,10/10/2014,
1465,8/12/2014,
4448,19-10-2014,
2098,20-10-2014,
4377,6/5/2014,
2403,14-04-2014,
4055,25-03-2014,
2222,13-02-2014,
3396,5/11/2014,
3205,5/9/2014,
3123,16-04-2014,
2441,8/6/2014,
2693,14-02-2014,
4441,12/12/2014,
2428,6/12/2014,
3191,11/5/2014,
4628,1/5/2014,
1493,6/3/2014,
4376,24-09-2014,
3254,11/12/2014,
2493,27-05-2014,
4794,11/11/2014,
3782,20-02-2014,
1094,24-07-2014,
4769,31-03-2014,
4329,20-01-2014,
3110,29-05-2014,
1758,24-12-2014,
4330,24-09-2014,
4569,24-12-2014,
3141,7/6/2014,
2617,19-06-2014,
1537,8/12/2014,
1321,11/7/2014,
1179,11/9/2014,
4766,25-09-2014,
1468,5/2/2014,
2519,7/4/2014,
3308,9/4/2014,
1236,27-06-2014,
4485,28-07-2014,
2805,16-08-2014,
4658,26-07-2014,
1350,3/9/2014,
2149,21-03-2014,
2452,8/3/2014,
3030,14-12-2014,
1827,17-11-2014,
4925,23-01-2014,
2853,17-11-2014,
4182,15-11-2014,
3496,26-03-2014,
1740,30-10-2014,
4962,18-08-2014,
1760,28-07-2014,
3966,7/4/2014,
3317,16-06-2014,
1825,7/1/2014,
2204,9/10/2014,
1209,11/11/2014,
1574,28-02-2014,
3203,22-07-2014,
2914,11/10/2014,
1278,6/9/2014,
2813,17-02-2014,
1653,27-12-2014,
2301,23-04-2014,
4074,11/3/2014,
1809,27-10-2014,
3972,4/5/2014,
3938,23-04-2014,
4155,19-07-2014,
4959,30-12-2014,
2518,27-11-2014,
1529,29-05-2014,
3817,2/11/2014,
1034,28-04-2014,
4297,24-12-2014,
4684,21-11-2014,
2999,12/8/2014,
1097,12/10/2014,
4650,14-12-2014,
4958,27-04-2014,
2515,1/9/2014,
4911,28-06-2014,
1722,12/7/2014,
1350,19-02-2014,
2152,3/2/2014,
2428,1/11/2014,
4231,4/2/2014,
1413,3/12/2014,
2932,22-06-2014,
3935,12/4/2014,
3294,26-02-2014,
2306,13-12-2014,
4252,28-04-2014,
1325,29-03-2014,
3657,10/7/2014,
3592,17-04-2014,
2797,8/8/2014,
2663,20-01-2014,
1998,15-02-2014,
4412,30-07-2014,
2205,28-10-2014,
4301,24-12-2014,
3021,29-10-2014,
4131,8/10/2014,
2400,26-08-2014,
2394,18-06-2014,
2019,6/12/2014,
3969,5/9/2014,
1797,26-07-2014,
2336,31-05-2014,
2041,8/4/2014,
4624,6/6/2014,
3221,16-01-2014,
3327,13-10-2014,
3642,15-04-2014,
4525,21-07-2014,
3820,10/5/2014,
4235,18-10-2014,
2437,9/10/2014,
3068,25-05-2014,
2990,24-04-2014,
2942,17-08-2014,
2980,17-01-2014,
1169,29-05-2014,
3663,16-06-2014,
2439,6/6/2014,
1289,10/8/2014,
1489,6/1/2014,
1523,9/11/2014,
1432,18-09-2014,
4569,28-07-2014,
2737,27-08-2014,
2823,17-10-2014,
1507,14-09-2014,
1103,25-05-2014,
4975,6/1/2014,
4311,6/12/2014,
3915,5/12/2014,
2602,4/2/2014,
4684,7/2/2014,
3382,1/9/2014,
1706,13-11-2014,
3524,30-11-2014,
1085,24-04-2014,
3284,4/1/2014,
2162,19-06-2015,
3719,17-12-2015,
3153,28-04-2015,
4462,2/4/2015,
2420,27-09-2015,
3971,17-06-2015,
1611,26-02-2015,
1225,26-02-2015,
1554,21-05-2015,
4624,27-11-2015,
3337,10/6/2015,
2265,25-09-2015,
4999,24-01-2015,
4102,3/11/2015,
3853,4/7/2015,
2265,13-06-2015,
2452,11/8/2015,
2829,19-12-2015,
3926,20-08-2015,
3960,21-10-2015,
3980,16-09-2015,
1116,29-01-2015,
2663,21-10-2015,
2164,24-11-2015,
3950,12/5/2015,
1252,13-04-2015,
4804,27-12-2015,
4041,7/9/2015,
1894,4/8/2015,
4977,20-08-2015,
2171,3/9/2015,
3417,15-12-2015,
1175,10/6/2015,
4946,17-02-2015,
4662,27-06-2015,
2869,10/12/2015,
4053,22-03-2015,
4574,30-11-2015,
1110,15-11-2015,
4700,4/3/2015,
2565,29-04-2015,
2468,13-03-2015,
4836,13-11-2015,
3504,22-09-2015,
1333,3/4/2015,
4039,27-12-2015,
2077,15-05-2015,
3519,13-12-2015,
2989,30-01-2015,
3737,5/5/2015,
3558,19-09-2015,
3036,13-07-2015,
3180,3/7/2015,
2978,9/5/2015,
3985,23-10-2015,
4903,8/12/2015,
2835,9/10/2015,
3783,22-06-2015,
1486,14-12-2015,
4589,8/10/2015,
1132,19-02-2015,
4827,27-11-2015,
3361,28-06-2015,
4681,11/9/2015,
4197,26-10-2015,
3701,22-01-2015,
4195,1/10/2015,
3429,1/4/2015,
2430,20-01-2015,
4330,8/4/2015,
1783,18-03-2015,
4025,4/11/2015,
3399,19-07-2015,
4766,3/1/2015,
3562,13-08-2015,
2447,21-01-2015,
1396,22-07-2015,
4633,26-04-2015,
4695,5/1/2015,
1706,14-08-2015,
3872,23-11-2015,
1444,14-10-2015,
4753,8/11/2015,
4580,29-11-2015,
2516,3/4/2015,
2415,8/8/2015,
3925,25-03-2015,
4996,24-11-2015,
4569,27-07-2015,
3509,11/4/2015,
2252,8/10/2015,
1634,9/2/2015,
4112,27-04-2015,
4042,8/8/2015,
4473,26-06-2015,
3878,30-04-2015,
2266,30-09-2015,
3304,30-11-2015,
3757,4/2/2015,
3440,21-12-2015,
4328,4/2/2015,
3737,6/12/2015,
3948,15-06-2015,
3682,5/3/2015,
2827,31-10-2015,
2650,5/10/2015,
1360,16-12-2015,
3679,23-12-2015,
4137,7/3/2015,
4235,19-12-2015,
3193,31-01-2015,
1332,2/12/2015,
4821,28-11-2015,
1837,9/7/2015,
3665,23-09-2015,
2659,8/5/2015,
1322,9/1/2015,
1599,29-05-2015,
2933,6/4/2015,
3963,21-02-2015,
4178,3/6/2015,
1052,27-10-2015,
4693,18-08-2015,
1329,2/2/2015,
3128,13-06-2015,
1175,30-06-2015,
2211,31-03-2015,
2093,12/6/2015,
4284,14-10-2015,
4449,30-03-2015,
4269,1/4/2015,
1962,5/4/2015,
2250,4/10/2015,
1743,13-11-2015,
1583,28-07-2015,
4295,26-10-2015,
1183,29-06-2015,
2729,21-03-2015,
3078,1/9/2015,
3879,25-06-2015,
3472,6/2/2015,
4519,3/11/2015,
3275,26-10-2015,
1763,13-09-2015,
4619,27-05-2015,
2955,5/6/2015,
2700,15-11-2015,
2830,28-05-2015,
4940,21-08-2015,
1311,29-06-2015,
4116,1/5/2015,
1476,22-03-2015,
2918,4/11/2015,
4121,1/11/2015,
1824,1/11/2015,
4293,5/7/2015,
4308,5/12/2015,
2998,14-07-2015,
2874,5/1/2015,
1281,11/2/2015,
3471,14-01-2015,
1936,15-08-2015,
4163,30-05-2015,
3369,29-12-2015,
2335,13-01-2015,
3957,15-02-2015,
4841,2/5/2015,
2184,7/12/2015,
3118,29-12-2015,
4728,25-04-2015,
2527,11/8/2015,
2926,8/11/2015,
1773,1/11/2015,
1801,12/6/2015,
1916,13-11-2015,
2523,4/4/2015,
2550,8/6/2015,
1319,19-05-2015,
1649,16-05-2015,
2202,7/8/2015,
2569,16-07-2015,
2925,22-08-2015,
2293,24-06-2015,
2190,11/10/2015,
2234,24-12-2015,
4779,24-10-2015,
3031,27-10-2015,
4275,5/7/2015,
2696,9/5/2015,
4453,2/8/2015,
4776,8/2/2015,
3471,12/10/2015,
3143,21-01-2015,
4312,22-04-2015,
3327,4/5/2015,
4344,6/5/2015,
1718,11/3/2015,
3041,10/7/2015,
4110,6/2/2015,
2947,28-04-2015,
4280,6/12/2015,
3022,15-11-2015,
1941,16-09-2015,
4494,6/8/2015,
2749,22-06-2015,
1241,22-05-2015,
2066,23-03-2015,
1777,11/7/2015,
2178,3/5/2015,
4727,11/4/2015,
3433,1/10/2015,
3035,8/11/2015,
1464,7/3/2015,
4161,3/5/2015,
2654,25-11-2015,
2206,21-03-2015,
3950,5/12/2015,
1706,7/3/2015,
3726,26-05-2015,
3325,29-11-2015,
3732,29-11-2015,
2563,6/1/2015,
4924,1/3/2015,
1742,12/12/2015,
4929,27-07-2015,
1092,9/10/2015,
1907,19-07-2015,
3540,5/3/2015,
2990,11/7/2015,
4088,5/3/2015,
2028,20-12-2015,
3026,24-01-2015,
2209,20-04-2015,
4071,15-10-2015,
4393,24-11-2015,
2047,8/5/2015,
4610,19-07-2015,
1269,30-09-2015,
3629,11/1/2015,
1899,19-10-2015,
1982,24-02-2015,
4977,19-04-2015,
2399,12/2/2015,
2675,15-09-2015,
2760,12/7/2015,
2058,4/6/2015,
4065,7/7/2015,
1450,16-11-2015,
3739,6/8/2015,
3128,21-07-2015,
2331,28-11-2015,
2505,10/10/2015,
3758,13-01-2015,
3574,13-02-2015,
2563,29-12-2015,
2128,9/7/2015,
1230,27-01-2015,
4373,12/8/2015,
1693,5/9/2015,
2743,13-07-2015,
1612,5/3/2015,
1835,22-06-2015,
3574,8/5/2015,
4102,8/4/2015,
1283,15-03-2015,
2494,5/5/2015,
1406,28-12-2015,
3910,18-12-2015,
3358,21-02-2015,
1943,14-01-2015,
1995,12/6/2015,
4666,24-02-2015,
1994,11/3/2015,
4892,9/1/2015,
3531,29-08-2015,
1148,15-04-2015,
1787,31-10-2015,
4215,31-05-2015,
2158,1/8/2015,
2510,29-09-2015,
3180,19-10-2015,
3207,8/8/2015,
1226,12/11/2015,
1682,25-06-2015,
1509,4/11/2015,
2364,21-06-2015,
4679,10/11/2015,
4324,5/1/2015,
3497,14-06-2015,
1008,21-07-2015,
4572,29-10-2015,
4030,4/7/2015,
2422,12/8/2015,
2694,24-11-2015,
3481,3/8/2015,
3821,3/1/2015,
3752,20-08-2015,
3262,8/12/2015,
1370,28-06-2015,
1090,31-08-2015,
3862,18-11-2015,
4495,8/4/2015,
2492,1/11/2015,
4688,1/8/2015,
3633,14-07-2015,
3709,8/8/2015,
